Vehicle_ID,Speed_mps,Speed_kmph,Position_X,Position_Y,Waiting_Time_sec
40805_360_0,9.61,34.58,17831.87,6747.75,0.0
40807_360_0,13.05,46.97,12749.18,13558.04,0.0
40808_360_0,14.89,53.62,12366.54,17016.59,0.0
40812_360_0,0.0,0.0,17511.39,17186.21,10.0
40818_360_0,0.0,0.01,20291.84,6610.89,6.0
40819_360_0,1.43,5.16,8569.85,21735.52,0.0
40823_360_0,0.01,0.02,9435.72,22635.05,3.0
40825_360_0,13.18,47.44,16400.12,11459.62,0.0
40833_360_0,11.32,40.74,14153.85,13744.78,0.0
40836_360_0,6.5,23.4,8152.55,17090.23,0.0
40837_360_0,12.61,45.39,11452.99,15912.66,0.0
40838_360_0,0.02,0.08,13766.01,12781.75,2.0
40841_360_0,13.4,48.24,18526.79,11611.27,0.0
40843_360_0,6.88,24.78,8430.42,21404.7,0.0
40847_360_0,28.22,101.59,21004.47,12463.28,0.0
40851_360_0,13.71,49.35,10828.7,12461.81,0.0
40852_360_0,27.46,98.84,6353.19,13740.98,0.0
40855_360_0,13.3,47.87,13434.58,13784.19,0.0
40860_360_0,0.0,0.0,8637.3,21684.37,8.0
40861_360_0,13.03,46.92,14768.78,16450.08,0.0
40862_360_0,4.7,16.93,22815.22,4845.49,0.0
40863_360_0,12.07,43.45,20148.05,12977.83,0.0
40864_360_0,0.0,0.0,12748.42,20672.12,7.0
40866_360_0,13.97,50.28,12571.23,8059.02,0.0
40868_360_0,10.63,38.25,19712.79,17630.64,0.0
40871_360_0,8.01,28.85,18461.93,15095.82,0.0
40873_360_0,16.37,58.92,9401.91,20855.76,0.0
40874_360_0,13.89,50.0,13724.59,12428.89,0.0
40876_360_0,8.15,29.35,5862.37,14441.7,0.0
40878_360_0,8.86,31.88,13689.49,12663.21,0.0
40881_360_0,5.96,21.44,16572.43,8877.55,0.0
40888_360_0,0.0,0.0,20266.64,17378.59,5.0
40890_360_0,11.55,41.58,17355.83,18351.24,0.0
40894_360_0,0.23,0.83,12741.72,14170.06,0.0
40902_360_0,55.52,199.87,14620.37,7229.23,0.0
40906_360_0,12.97,46.68,16343.2,7645.6,0.0
40908_360_0,4.84,17.42,14076.2,16239.76,0.0
40909_361_0,6.23,22.44,13324.36,17765.0,0.0
40911_361_0,54.49,196.18,7545.32,23140.19,0.0
40915_361_0,16.16,58.16,5828.11,25582.41,0.0
40916_361_0,12.92,46.5,9228.81,24345.57,0.0
40917_361_0,13.98,50.31,9043.04,17065.82,0.0
40920_361_0,13.01,46.85,7450.36,22359.47,0.0
40921_361_0,7.44,26.77,12728.67,17439.43,0.0
40924_361_0,0.46,1.67,16883.13,20704.17,0.0
40926_361_0,0.0,0.0,17967.2,15952.92,7.0
40928_361_0,12.96,46.66,18717.64,15265.27,0.0
40929_361_0,8.89,32.02,6090.33,26157.12,0.0
40931_361_0,12.06,43.42,5601.65,16215.59,0.0
40932_361_0,16.03,57.71,12649.65,8193.26,0.0
40933_361_0,0.0,0.0,19874.67,17283.33,13.0
40934_361_0,0.45,1.61,8539.43,21935.77,0.0
40937_361_0,12.51,45.03,14097.98,13738.36,0.0
40940_361_0,5.08,18.31,23343.98,4706.65,0.0
40941_361_0,14.97,53.89,7335.55,27850.88,0.0
40942_361_0,12.16,43.78,10373.87,14036.54,0.0
40944_361_0,12.75,45.89,11120.05,20444.93,0.0
40945_361_0,14.25,51.31,18350.84,10138.65,0.0
40946_361_0,22.04,79.35,21141.39,15319.66,0.0
40947_361_0,13.6,48.96,13681.34,14729.03,0.0
40949_361_0,0.0,0.0,10554.71,13004.81,10.0
40950_361_0,12.56,45.23,17394.32,6511.15,0.0
40953_361_0,8.95,32.21,20352.9,14729.11,0.0
40955_361_0,10.66,38.39,12339.25,7322.98,0.0
40956_361_0,11.8,42.49,14987.48,14038.32,0.0
40961_361_0,2.46,8.87,17890.58,6685.83,0.0
40962_361_0,0.0,0.0,14971.35,15835.41,6.0
40964_361_0,11.97,43.08,6961.38,12576.88,0.0
40965_361_0,12.7,45.74,12484.9,15175.81,0.0
40966_361_0,0.0,0.0,16573.61,8305.99,5.0
40967_361_0,10.74,38.66,12526.42,25255.95,0.0
40968_361_0,13.01,46.84,14145.68,13134.59,0.0
40969_361_0,25.02,90.08,20506.71,10501.01,0.0
40971_361_0,11.74,42.26,17469.67,16943.65,0.0
40972_361_0,7.39,26.61,19354.71,18937.22,0.0
40973_361_0,3.08,11.08,12246.63,13811.6,0.0
40975_361_0,12.71,45.77,15535.5,16568.64,0.0
40977_361_0,0.0,0.0,10679.86,16348.04,5.0
40979_361_0,11.05,39.77,24355.31,6489.27,0.0
40980_361_0,16.81,60.52,11106.86,23823.81,0.0
40982_361_0,0.0,0.0,9464.66,22586.03,58.0
40985_361_0,8.46,30.46,10473.05,13743.86,0.0
40988_361_0,8.4,30.25,17350.67,3939.57,0.0
40989_361_0,12.3,44.29,23401.02,13039.32,0.0
40991_361_0,13.47,48.48,23732.74,14904.17,0.0
40992_361_0,7.97,28.68,7935.07,16933.39,0.0
40993_361_0,17.92,64.5,16889.63,14952.16,0.0
40994_361_0,13.84,49.84,16770.69,11851.1,0.0
40995_361_0,0.0,0.0,19487.36,17175.7,11.0
40998_361_0,0.0,0.01,20467.78,14423.55,2.0
40999_361_0,6.74,24.25,7166.73,27377.99,0.0
41000_361_0,3.4,12.25,20744.63,8054.8,0.0
41001_361_0,7.56,27.21,10150.51,16279.57,0.0
41003_361_0,0.0,0.0,14513.4,12600.88,10.0
41004_361_0,25.35,91.26,10583.07,19332.57,0.0
41008_361_0,0.0,0.0,19832.9,17275.1,22.0
41009_361_0,10.21,36.76,19721.04,17240.56,0.0
41011_361_0,15.12,54.43,17650.99,12496.87,0.0
41012_361_0,7.56,27.22,10495.07,25065.95,0.0
41013_361_0,13.92,50.11,13283.77,13214.94,0.0
41015_361_0,10.82,38.95,15725.17,13138.7,0.0
41016_361_0,11.87,42.73,20804.33,7571.97,0.0
41017_361_0,6.16,22.18,5667.12,14597.81,0.0
41021_361_0,27.93,100.55,19062.1,11205.19,0.0
41022_361_0,0.08,0.27,10000.04,20615.05,1.0
41024_361_0,8.48,30.52,11912.9,11612.24,0.0
41025_361_0,26.19,94.28,21653.27,10527.26,0.0
41027_361_0,5.67,20.42,16487.56,8999.32,0.0
41030_361_0,0.0,0.0,14015.84,15856.03,5.0
41032_361_0,0.0,0.0,17088.83,16093.67,11.0
41033_361_0,13.46,48.44,11098.09,13342.39,0.0
41034_361_0,23.08,83.1,8878.15,20447.66,0.0
41035_361_0,11.24,40.45,7222.33,26311.05,0.0
41038_361_0,0.04,0.15,24221.85,7631.52,1.0
41041_361_0,7.52,27.07,13349.87,9892.16,0.0
41042_361_0,14.94,53.79,19106.84,17281.89,0.0
41046_361_0,15.38,55.38,14044.99,5507.04,0.0
41049_361_0,12.54,45.16,18671.82,14619.3,0.0
41051_361_0,8.65,31.14,13096.8,16437.03,0.0
41057_361_0,12.63,45.47,12455.81,16144.77,0.0
41058_361_0,13.85,49.86,15114.25,13289.87,0.0
41061_361_0,14.12,50.84,21025.29,14946.72,0.0
41062_361_0,10.9,39.22,6522.4,28124.61,0.0
41065_361_0,12.65,45.52,13688.58,15455.12,0.0
41066_361_0,0.0,0.0,12803.89,14483.55,5.0
41069_361_0,18.81,67.72,15385.98,8994.75,0.0
41070_361_0,0.0,0.0,6165.12,14291.43,45.0
41071_361_0,0.0,0.0,6177.12,14293.98,29.0
41072_361_0,12.12,43.63,16164.55,17028.0,0.0
41073_361_0,4.41,15.86,10970.31,17281.04,0.0
41076_361_0,5.91,21.29,14102.24,15398.21,0.0
41077_361_0,14.92,53.71,10092.55,12544.95,0.0
41078_361_0,16.04,57.74,18641.36,12418.06,0.0
41079_361_0,14.44,51.97,11812.26,12222.82,0.0
41080_361_0,7.3,26.29,13329.99,18463.21,0.0
41081_361_0,12.5,44.99,8529.67,21808.53,0.0
41082_361_0,12.09,43.53,14388.43,10197.9,0.0
41083_361_0,13.0,46.81,12441.38,12547.26,0.0
41086_361_0,8.31,29.9,12660.76,13915.28,0.0
41087_361_0,12.11,43.6,24293.9,7292.41,0.0
41088_361_0,14.06,50.62,20903.51,12751.86,0.0
41089_361_0,0.0,0.0,21161.5,10346.32,21.0
41090_361_0,24.97,89.89,22072.09,10013.83,0.0
41091_361_0,12.18,43.85,14231.93,12195.31,0.0
41094_361_0,8.55,30.77,10965.85,11623.21,0.0
41095_361_0,28.35,102.05,20493.2,13351.71,0.0
41097_361_0,5.14,18.49,13678.8,23439.11,0.0
41098_361_0,12.89,46.4,11704.0,18273.52,0.0
41099_361_0,13.83,49.77,12862.63,8562.75,0.0
41106_361_0,0.0,0.0,19869.56,17281.91,14.0
41107_361_0,4.26,15.34,13470.79,18947.32,0.0
41108_361_0,4.36,15.68,5621.3,14633.1,0.0
41109_361_0,0.26,0.93,16492.85,13718.08,0.0
41110_361_0,13.85,49.88,12404.6,15473.37,0.0
41112_361_0,20.79,74.83,19971.16,10630.31,0.0
41114_361_0,0.0,0.0,18852.28,13251.53,3.0
41115_361_0,7.74,27.86,4997.19,15826.49,0.0
41117_361_0,13.24,47.65,13302.33,18420.81,0.0
41118_361_0,12.44,44.8,22580.53,7677.51,0.0
41119_361_0,11.22,40.39,13453.19,18013.16,0.0
41120_361_0,13.74,49.46,14746.23,10290.53,0.0
41122_361_0,21.67,78.01,23293.85,8642.4,0.0
41123_361_0,9.99,35.95,5403.01,17418.05,0.0
41125_361_0,16.34,58.84,14950.96,13817.7,0.0
41126_361_0,13.0,46.81,13497.27,24707.71,0.0
41127_361_0,0.0,0.0,17892.2,17616.45,7.0
41128_361_0,15.1,54.36,5972.26,17638.13,0.0
41131_361_0,19.98,71.94,17412.96,10638.91,0.0
41132_361_0,12.99,46.77,11671.56,13830.77,0.0
41133_361_0,8.76,31.53,10980.64,17283.61,0.0
41134_361_0,10.67,38.41,24218.22,15252.12,0.0
41135_361_0,0.0,0.0,19910.69,5876.39,9.0
41139_361_0,11.04,39.76,12421.21,13590.01,0.0
41142_361_0,20.22,72.81,23151.03,7974.19,0.0
41143_361_0,0.0,0.02,19544.72,17193.8,2.0
41144_361_0,13.3,47.89,16982.97,16315.69,0.0
41146_361_0,11.63,41.88,9893.35,15790.46,0.0
41147_361_0,0.0,0.0,13666.55,14407.98,4.0
41149_361_0,7.28,26.22,13464.44,20247.18,0.0
41150_361_0,0.0,0.0,13869.27,13714.51,2.0
41152_361_0,11.2,40.33,23327.01,11689.34,0.0
41154_361_0,12.61,45.4,23757.0,14905.71,0.0
41156_361_0,13.86,49.89,19182.28,19464.27,0.0
41157_361_0,10.44,37.59,17531.26,17799.93,0.0
41164_361_0,12.97,46.7,13360.38,14552.4,0.0
41165_361_0,14.34,51.63,14115.26,11986.76,0.0
41169_361_0,13.82,49.74,19233.69,13911.06,0.0
41170_361_0,12.53,45.11,14132.69,7990.66,0.0
41171_361_0,0.0,0.0,7198.77,18438.1,5.0
41174_361_0,13.76,49.53,18951.74,15046.88,0.0
41177_361_0,0.0,0.0,10208.29,23395.37,0.0
41178_361_0,0.02,0.06,12223.95,15318.36,2.0
41180_361_0,0.0,0.0,20236.24,17369.02,18.0
41181_361_0,0.01,0.05,12791.54,13318.0,2.0
41185_361_0,3.1,11.15,8527.09,21836.05,0.0
41190_361_0,0.0,0.0,11763.94,9429.73,2.0
41193_361_0,26.77,96.37,13508.01,22813.44,0.0
41195_361_0,8.33,29.98,21532.88,14222.95,0.0
41200_361_0,16.07,57.85,15398.9,8891.23,0.0
41202_361_0,29.52,106.28,11612.22,22577.56,0.0
41203_361_0,0.0,0.0,16871.91,13925.95,26.0
41204_361_0,55.55,199.98,7645.85,23036.33,0.0
41205_361_0,27.64,99.49,23292.11,8628.32,0.0
41206_361_0,0.0,0.0,6172.98,14290.94,4.0
41210_361_0,13.82,49.75,19197.65,17089.5,0.0
41211_361_0,11.02,39.67,13640.19,21249.89,0.0
41212_361_0,7.18,25.85,15710.54,13941.6,0.0
41213_361_0,23.88,85.97,19573.01,15731.97,0.0
41215_361_0,0.06,0.23,14935.22,11348.79,1.0
41217_361_0,10.04,36.16,8878.88,21059.66,0.0
41218_361_0,26.92,96.9,7582.76,19876.7,0.0
41219_361_0,1.96,7.05,12221.18,12172.15,0.0
41220_361_0,27.77,99.96,20631.84,13185.14,0.0
41221_361_0,18.28,65.81,19011.52,23657.23,0.0
41223_361_0,0.49,1.78,6428.17,14272.77,0.0
41224_361_0,11.29,40.64,19365.85,17476.3,0.0
41225_361_0,14.79,53.24,11454.48,20989.76,0.0
41227_361_0,12.1,43.55,14565.23,13865.66,0.0
41228_361_0,11.76,42.35,23578.92,5112.8,0.0
41229_361_0,12.84,46.23,14824.69,3819.22,0.0
41233_361_0,6.65,23.94,12373.27,17230.48,0.0
41237_361_0,11.53,41.5,10728.22,13113.73,0.0
41238_361_0,9.48,34.12,19151.05,17076.48,0.0
41239_361_0,12.45,44.81,9018.48,24978.36,0.0
41245_361_0,11.91,42.88,19596.72,17208.54,0.0
41248_361_0,12.4,44.64,17064.16,8169.16,0.0
41250_361_0,0.69,2.47,20734.9,8295.2,0.0
41254_361_0,0.07,0.25,12271.58,15287.59,2.0
41255_361_0,35.38,127.38,15937.54,9367.59,0.0
41256_361_0,7.47,26.89,14685.78,10679.45,0.0
41257_361_0,8.26,29.75,13964.79,5586.15,0.0
41258_361_0,2.26,8.15,13777.98,12791.67,0.0
41262_361_0,8.35,30.06,13339.14,13882.6,0.0
41265_361_0,0.46,1.65,14921.53,18088.78,0.0
41267_361_0,0.0,0.0,15694.09,8434.28,19.0
41268_361_0,3.76,13.53,10482.94,13743.67,0.0
41269_361_0,15.8,56.87,15847.5,20604.88,0.0
41270_361_0,12.75,45.91,17277.86,16476.03,0.0
41271_361_0,12.89,46.41,8594.59,21672.55,0.0
41272_361_0,13.1,47.16,16502.1,14227.96,0.0
41273_361_0,15.51,55.84,7633.69,14220.59,0.0
41274_361_0,5.66,20.37,17519.84,16820.82,0.0
41275_361_0,1.67,6.03,17117.42,16337.1,0.0
41277_361_0,16.04,57.74,17697.91,12475.55,0.0
41281_361_0,14.01,50.42,14822.23,18067.55,0.0
41282_361_0,11.98,43.14,20000.78,17320.32,0.0
41284_361_0,3.43,12.33,10825.71,14005.1,0.0
41286_361_0,25.85,93.06,23119.21,8986.53,0.0
41288_361_0,11.94,42.99,13227.51,19705.23,0.0
41290_361_0,23.1,83.14,23370.78,8375.1,0.0
41291_361_0,7.57,27.23,15093.17,16141.69,0.0
41292_361_0,11.41,41.07,21968.85,9394.01,0.0
41294_361_0,7.56,27.2,14017.44,15719.97,0.0
41295_361_0,13.5,48.58,7616.43,15820.24,0.0
41298_361_0,25.9,93.25,22258.48,9841.21,0.0
41299_361_0,12.52,45.07,11013.79,12079.24,0.0
41300_361_0,14.31,51.52,11231.13,19043.74,0.0
41301_361_0,11.94,42.98,20759.32,11142.97,0.0
41304_361_0,0.03,0.09,10995.65,15319.62,2.0
41308_361_0,14.88,53.56,21100.78,12498.86,0.0
41310_361_0,12.36,44.51,15759.6,17606.09,0.0
41312_361_0,21.66,77.96,16253.75,14846.6,0.0
41316_361_0,11.53,41.49,8045.98,13561.88,0.0
41319_361_0,30.43,109.55,23495.46,6296.67,0.0
41320_361_0,2.19,7.89,22951.99,7524.46,0.0
41322_361_0,0.87,3.12,20724.67,7655.34,0.0
41324_361_0,15.77,56.76,11886.14,13099.57,0.0
41326_361_0,16.51,59.44,17100.65,19661.67,0.0
41327_361_0,19.68,70.86,9747.09,22844.71,0.0
41330_361_0,7.28,26.2,17545.26,16787.42,0.0
41331_361_0,25.66,92.39,22052.42,11847.18,0.0
41333_361_0,1.15,4.15,5991.99,14131.0,0.0
41334_361_0,27.72,99.81,23537.45,5440.14,0.0
41338_361_0,6.28,22.62,10183.97,23155.71,0.0
41340_361_0,0.0,0.0,11757.97,14284.32,14.0
41341_361_0,12.97,46.7,12999.16,12478.21,0.0
41342_361_0,12.48,44.94,9641.4,14080.76,0.0
41343_361_0,12.75,45.9,13176.46,9099.83,0.0
41346_361_0,12.33,44.38,10409.68,22812.87,0.0
41348_361_0,19.59,70.51,16702.29,14857.94,0.0
41350_361_0,11.36,40.88,20658.16,16722.99,0.0
41351_361_0,8.35,30.07,16832.47,16545.25,0.0
41353_361_0,18.63,67.07,15504.68,8630.72,0.0
41354_361_0,8.22,29.6,23445.21,12327.3,0.0
41356_361_0,5.26,18.93,21150.97,10367.1,0.0
41359_361_0,14.04,50.53,16846.73,10588.18,0.0
41361_361_0,11.72,42.19,14172.16,11671.3,0.0
41362_361_0,24.62,88.65,7600.8,19860.67,0.0
41363_361_0,10.39,37.4,17388.53,16744.77,0.0
41364_361_0,0.0,0.0,9465.78,22581.2,59.0
41367_361_0,12.2,43.91,19352.57,19978.84,0.0
41368_361_0,0.0,0.0,13975.1,15997.41,7.0
41372_361_0,13.99,50.36,19154.63,14154.16,0.0
41373_361_0,12.94,46.59,15958.75,11976.05,0.0
41376_361_0,13.78,49.62,15209.43,13301.21,0.0
41380_361_0,13.91,50.07,17417.92,6519.78,0.0
41382_361_0,13.41,48.29,20588.32,17442.02,0.0
41383_361_0,10.34,37.23,17119.24,13945.32,0.0
41385_361_0,0.0,0.0,17164.38,15963.08,10.0
41386_361_0,0.0,0.0,22612.34,7554.34,8.0
41387_361_0,8.1,29.14,13871.29,13140.87,0.0
41388_361_0,4.47,16.08,12815.06,11727.63,0.0
41389_361_0,6.5,23.41,16672.61,13106.11,0.0
41391_361_0,11.98,43.13,15445.96,14092.18,0.0
41393_361_0,9.22,33.17,10840.62,14036.39,0.0
41397_361_0,10.7,38.53,12967.72,15018.49,0.0
41401_361_0,0.14,0.5,17252.46,8009.81,0.0
41403_361_0,0.0,0.0,12931.15,13020.02,15.0
41404_361_0,10.36,37.28,9945.24,27268.56,0.0
41405_361_0,24.67,88.79,17503.79,12521.92,0.0
41406_361_0,0.0,0.0,24424.17,4037.97,0.0
41411_361_0,0.0,0.0,14871.36,18934.21,6.0
41413_361_0,14.22,51.2,20890.16,12770.46,0.0
41414_361_0,14.17,51.01,13715.26,14205.78,0.0
41415_361_0,10.3,37.09,17208.69,16368.08,0.0
41416_361_0,0.0,0.0,18646.18,12477.25,15.0
41418_361_0,7.65,27.55,11610.59,15763.29,0.0
41420_361_0,11.16,40.18,6533.65,28088.78,0.0
41424_361_0,6.64,23.92,24393.83,4059.82,0.0
41425_361_0,0.0,0.0,15502.19,14188.31,9.0
41427_361_0,13.14,47.31,21056.33,14841.61,0.0
41428_361_0,13.75,49.5,9273.63,16945.5,0.0
41429_361_0,16.71,60.16,9162.39,20567.16,0.0
41433_361_0,0.0,0.0,12517.23,14498.42,21.0
41436_361_0,13.83,49.79,12782.25,14431.16,0.0
41438_361_0,13.76,49.55,16437.34,17049.97,0.0
41439_361_0,14.12,50.85,14698.64,3881.17,0.0
41441_361_0,21.36,76.88,9179.31,27314.59,0.0
41442_361_0,0.0,0.01,18886.72,18862.57,7.0
41445_361_0,14.15,50.92,13495.94,12547.25,0.0
41446_361_0,11.48,41.32,22241.64,17114.48,0.0
41449_361_0,14.33,51.59,14824.84,11654.83,0.0
41450_361_0,7.1,25.57,9899.75,23328.13,0.0
41451_361_0,0.51,1.85,10002.35,20612.68,0.0
41452_361_0,3.78,13.61,8713.24,21660.91,0.0
41453_361_0,13.08,47.08,5948.09,25694.34,0.0
41455_361_0,12.65,45.55,11406.54,17756.07,0.0
41456_361_0,8.09,29.12,5904.68,14407.21,0.0
41458_361_0,13.0,46.82,6425.32,26543.87,0.0
41461_361_0,7.05,25.36,13303.25,13887.0,0.0
41463_361_0,11.61,41.79,13231.88,9192.79,0.0
41468_361_0,12.05,43.38,17366.02,18320.36,0.0
41469_361_0,15.64,56.3,12925.79,8669.42,0.0
41471_361_0,11.78,42.41,20009.55,11932.83,0.0
41474_361_0,15.68,56.45,11720.26,14330.76,0.0
41478_361_0,2.67,9.6,22960.35,7516.91,0.0
41479_361_0,4.59,16.54,8435.04,15199.51,0.0
41480_361_0,30.65,110.34,16505.51,10088.87,0.0
41481_361_0,11.51,41.43,13527.25,13751.11,0.0
41482_361_0,0.0,0.0,17112.61,15310.42,12.0
41483_361_0,0.64,2.32,17724.93,10518.65,0.0
41484_361_0,12.74,45.85,19046.27,19042.72,0.0
41488_361_0,0.0,0.0,16525.28,14117.31,9.0
41489_361_0,4.4,15.83,15780.3,16767.8,0.0
41495_361_0,31.5,113.42,8821.43,11031.68,0.0
41497_361_0,11.51,41.42,14099.63,14471.98,0.0
41498_361_0,16.94,60.99,9724.55,20774.05,0.0
41499_361_0,33.6,120.96,15890.13,9342.46,0.0
41507_361_0,12.63,45.48,6091.87,26193.45,0.0
41508_361_0,12.67,45.61,17482.93,7862.06,0.0
41509_361_0,9.86,35.51,18433.68,15065.23,0.0
41513_361_0,13.34,48.01,14861.08,18803.07,0.0
41516_361_0,13.99,50.37,19373.19,17463.6,0.0
41517_361_0,10.64,38.3,7226.98,28343.83,0.0
41519_361_0,6.1,21.95,21503.52,10399.01,0.0
41522_361_0,7.74,27.86,21275.74,9284.86,0.0
41523_361_0,11.77,42.35,12811.51,14545.56,0.0
41525_361_0,11.34,40.84,14888.79,18929.29,0.0
41526_361_0,17.72,63.8,14147.49,19538.8,0.0
41530_361_0,12.76,45.95,13059.9,17495.92,0.0
41531_361_0,12.36,44.51,14355.18,12925.31,0.0
41533_361_0,9.12,32.85,19095.38,14271.65,0.0
41534_361_0,0.0,0.0,8641.34,21682.87,9.0
41535_361_0,13.78,49.61,21394.91,10295.41,0.0
41537_361_0,14.92,53.71,19729.23,20380.73,0.0
41540_361_0,11.37,40.92,17638.17,7749.2,0.0
41541_361_0,23.29,83.84,16850.91,14943.59,0.0
41542_361_0,12.54,45.15,11421.56,13251.63,0.0
41543_361_0,13.75,49.5,9846.21,14958.67,0.0
41548_361_0,0.0,0.01,19372.02,18126.19,2.0
41549_361_0,14.39,51.82,12401.68,14618.97,0.0
41551_361_0,11.99,43.17,14173.39,17228.5,0.0
41552_361_0,11.68,42.04,9974.97,23828.82,0.0
41555_361_0,11.8,42.47,9402.96,22502.7,0.0
41556_361_0,27.74,99.87,19258.0,11080.91,0.0
41559_361_0,9.38,33.75,9723.02,20052.36,0.0
41561_361_0,0.01,0.02,17202.87,10784.74,3.0
41564_361_0,15.88,57.16,6436.48,14534.35,0.0
41568_361_0,13.03,46.91,13351.61,9397.27,0.0
41571_361_0,0.0,0.0,21188.17,10317.93,15.0
41574_361_0,12.18,43.85,17410.77,15257.46,0.0
41575_361_0,12.97,46.7,17044.41,13636.91,0.0
41577_361_0,11.6,41.76,21174.29,8182.11,0.0
41578_361_0,28.04,100.96,14818.8,8275.21,0.0
41579_361_0,15.55,55.97,21229.07,10466.18,0.0
41581_361_0,29.2,105.11,17333.51,11041.34,0.0
41582_361_0,16.19,58.3,12425.75,14594.05,0.0
41583_361_0,13.66,49.16,19383.9,18321.88,0.0
41585_361_0,12.58,45.29,21002.52,17623.68,0.0
41594_361_0,8.24,29.66,17148.7,19709.22,0.0
41596_361_0,4.15,14.94,8557.22,21755.79,0.0
41597_361_0,12.63,45.46,14864.82,18813.55,0.0
41599_361_0,12.66,45.59,14954.9,5289.72,0.0
41601_361_0,0.0,0.0,12716.71,20686.61,7.0
41603_361_0,0.0,0.0,14171.2,17199.27,10.0
41605_361_0,21.18,76.26,20846.6,18616.01,0.0
41606_361_0,7.88,28.35,17125.84,15016.09,0.0
41610_361_0,14.84,53.41,12351.28,9977.68,0.0
41614_361_0,10.4,37.44,21732.97,8616.84,0.0
41615_361_0,6.53,23.51,11056.35,11801.76,0.0
41617_361_0,2.44,8.77,21322.94,10196.41,0.0
41618_361_0,14.33,51.58,20879.75,8916.89,0.0
41620_361_0,0.0,0.0,8696.16,14151.07,23.0
41621_361_0,11.21,40.34,17643.49,16339.97,0.0
41623_361_0,20.17,72.61,17996.76,12244.59,0.0
41625_361_0,11.71,42.15,15939.98,13220.72,0.0
41627_361_0,15.59,56.13,10947.01,21995.2,0.0
41631_361_0,23.97,86.28,21603.23,10656.6,0.0
41634_361_0,21.46,77.26,12850.02,9214.13,0.0
41635_361_0,14.39,51.79,14279.54,10920.24,0.0
41637_361_0,15.69,56.49,20477.2,7056.53,0.0
41642_361_0,30.21,108.74,20730.92,12967.5,0.0
41645_361_0,13.15,47.34,10434.69,12946.3,0.0
41647_361_0,12.35,44.47,6802.82,14239.45,0.0
41649_361_0,0.0,0.0,8688.34,14151.36,19.0
41653_361_0,10.54,37.95,13675.39,14007.0,0.0
41654_361_0,0.04,0.15,21219.65,10284.67,1.0
41655_361_0,15.16,54.57,12048.27,13950.73,0.0
41656_361_0,15.51,55.84,15825.24,16799.94,0.0
41657_361_0,7.27,26.17,9259.41,25739.26,0.0
41658_361_0,11.91,42.88,15230.34,18314.33,0.0
41661_361_0,17.04,61.33,16993.15,20314.96,0.0
41662_361_0,2.27,8.17,8961.37,23662.12,0.0
41663_361_0,15.19,54.7,13221.3,20423.04,0.0
41665_361_0,20.14,72.5,17930.47,24737.55,0.0
41666_361_0,17.68,63.66,9585.06,22643.13,0.0
41667_361_0,13.8,49.69,13714.68,18155.16,0.0
41668_361_0,3.91,14.06,17846.21,14121.88,0.0
41669_361_0,8.35,30.05,12822.85,15835.75,0.0
41670_361_0,3.02,10.89,17730.58,10508.39,0.0
41672_361_0,12.63,45.48,14400.21,12227.46,0.0
41673_361_0,10.99,39.56,21610.18,8193.19,0.0
41674_361_0,7.8,28.07,20930.2,12961.87,0.0
41675_361_0,8.11,29.2,13869.49,6836.65,0.0
41676_361_0,11.54,41.55,19723.14,17237.77,0.0
41678_361_0,0.01,0.03,22594.05,7230.33,1.0
41679_361_0,12.25,44.08,11381.01,15903.26,0.0
41682_361_0,0.0,0.0,20241.32,17370.54,15.0
41683_361_0,12.44,44.8,11272.74,15062.3,0.0
41684_361_0,16.99,61.18,21945.08,3295.59,0.0
41687_361_0,17.51,63.02,9280.93,22420.49,0.0
41692_361_0,18.39,66.22,20754.86,15427.3,0.0
41693_361_0,21.62,77.82,22435.22,15670.86,0.0
41695_361_0,12.8,46.09,6827.36,18609.98,0.0
41697_361_0,1.77,6.38,18870.2,18843.9,0.0
41698_361_0,13.65,49.13,21559.82,5159.18,0.0
41700_361_0,4.62,16.62,13087.75,12867.01,0.0
41702_361_0,22.68,81.65,22996.99,9161.11,0.0
41705_361_0,12.36,44.48,15516.18,11616.13,0.0
41708_361_0,7.36,26.48,8921.18,23051.61,0.0
41711_361_0,12.46,44.85,14348.59,10529.94,0.0
41712_361_0,19.01,68.43,15000.21,16166.51,0.0
41715_361_0,13.85,49.85,19654.7,18230.42,0.0
41716_361_0,14.62,52.64,12367.54,11658.36,0.0
41717_361_0,14.4,51.83,13468.36,9600.1,0.0
41722_361_0,30.07,108.24,10906.88,18799.9,0.0
41723_361_0,15.04,54.13,5483.53,17476.78,0.0
41724_361_0,13.65,49.14,12082.15,18258.85,0.0
41726_361_0,13.1,47.16,17475.52,16034.61,0.0
41727_361_0,13.61,49.01,10587.76,14655.16,0.0
41728_361_0,11.65,41.95,6520.45,27834.21,0.0
41730_361_0,1.26,4.55,15650.44,8484.35,0.0
41731_361_0,7.17,25.81,13507.83,16286.72,0.0
41734_361_0,6.58,23.68,7036.97,22676.78,0.0
41735_361_0,12.2,43.93,18341.26,15128.58,0.0
41737_361_0,16.67,60.0,9546.65,20667.34,0.0
41741_361_0,9.26,33.34,11585.71,14697.15,0.0
41742_361_0,12.89,46.39,23390.34,13255.51,0.0
41746_361_0,12.63,45.48,22818.29,14760.82,0.0
41748_361_0,13.45,48.43,13493.14,14078.67,0.0
41749_361_0,11.47,41.28,11688.79,22777.7,0.0
